,bandwidth,delay,buffer_size,algorithm,bytes_sent,bytes_received,loss_rate,time_elapsed,goodput,retransmits,host_cpu,remote_cpu
0,1000,200,10000,bbr,866254848,865943248,0.0003597093865845816,60.000091,115500471.22428532,0,1.1387459072027426,1.082652286141996
1,1000,200,10000,cubic,896794624,896490264,0.00033938651264706955,60.000149,119572319.59540634,0,0.5661659789877252,0.4647229492755395
2,1000,200,100,bbr,875036672,874773184,0.0003011165228055722,60.000133,116671297.64529023,14,0.5047654465848027,1.020553714638147
3,1000,200,100,cubic,314572800,313180352,0.004426472981770833,60.000209,41942893.8989196,2007,0.4977648835075047,0.641432753580139
4,1000,200,50000,bbr,873201664,872933832,0.00030672410628846444,60.000104,116426686.72707634,0,1.0779108953285763,1.0318542431380355
5,1000,200,50000,cubic,896008192,896007912,3.124971428832651e-07,60.000148,119467464.24692152,0,0.5435186717020813,0.5051702400154152
6,1000,50,10000,bbr,3522166784,3521311624,0.0002427937268288088,60.000083,469621588.2234697,0,0.687813507762847,2.3530339024544222
7,1000,50,10000,cubic,3567648768,3567184568,0.00013011370518410851,60.000105,475685669.9500776,0,0.8108415588860395,2.1652318852543
8,1000,50,100,bbr,3531866112,3531597952,7.592586793958286e-05,60.000076,470914885.1078122,241,0.653401783145263,2.4967112951348147
9,1000,50,100,cubic,1093926912,1091780416,0.001962193247513779,60.000133,145856598.28454047,2034,0.4281630609874107,0.9677737475265733
10,1000,50,50000,bbr,3519152128,3518687928,0.00013190677274409662,60.000074,469219705.0290305,0,0.659491307511121,2.2509172664709807
11,1000,50,50000,cubic,3567779840,3566990120,0.00022134773876630236,60.000078,475703360.2522983,0,0.6712571594185797,2.091248202566742
12,1000,5,10000,bbr,2671640576,2670390112,0.0004680509838161703,60.000062,356218375.3743454,0,0.548373465555194,2.8015733712576645
13,1000,5,10000,cubic,4506779648,4506576368,4.5105378091917756e-05,60.000082,600903131.8323865,0,0.8130461518817195,2.90275569098256
14,1000,5,100,bbr,6387531776,6385110936,0.0003789945921045544,60.000097,851669526.600932,358875,1.0574950298873191,1.991699300317984
15,1000,5,100,cubic,665059328,661281328,0.0056806962039933975,60.000084,88674452.92243257,5552,0.17938473845380581,1.825608044946987
16,1000,5,50000,bbr,2659844096,2659371208,0.00017778786384929532,60.000047,354645601.66094536,0,0.5070732293734803,3.0087252086830034
17,1000,5,50000,cubic,4518576128,4517786128,0.0001748338365054099,60.000086,602475953.5178,0,0.907649375500916,3.1828961771883915
18,100,200,10000,bbr,325451776,324536080,0.0028136150039015304,60.000092,43393503.59662782,0,0.46646812501253,1.4431286941440915
19,100,200,10000,cubic,382337024,382068584,0.0007021030743807851,60.000098,50978186.60229521,0,0.439378383005251,1.7960685837856833
20,100,200,100,bbr,527040512,524777616,0.004293590243021015,60.000237,70271790.69309343,10587,0.534701153246942,1.515826734486353
21,100,200,100,cubic,22613416,20290824,0.10270858679643978,60.001041,3015069.8218719237,385,0.34138469447628134,0.20914689994607585
22,100,200,50000,bbr,321650688,321243520,0.0012658701354930726,60.000177,42886631.88443594,0,0.4496810759097391,1.5211272472510629
23,100,200,50000,cubic,385613824,385045648,0.0014734326537007138,60.000091,51415098.5537672,0,0.43778268130022086,1.7515070412994942
24,100,50,10000,bbr,227147776,226558160,0.0025957374990983845,60.000129,30286305.017777544,0,0.2997914948932145,2.0644781410721
25,100,50,10000,cubic,493748224,493744768,6.9995188478895675e-06,60.000095,65832992.2977622,0,0.617499260711429,2.067931949157042
26,100,50,100,bbr,666107904,663179656,0.004396056528402942,60.000075,88814276.18215477,14507,0.2680567601614317,1.974757851755959
27,100,50,100,cubic,34368280,32717560,0.04803033494838846,60.000193,4582422.593207325,418,0.09807067486995806,0.339670016855858
28,100,50,50000,bbr,227016704,225966344,0.004626796096907477,60.000097,30268844.932034027,0,0.2932040731443819,2.0921430170461024
29,100,50,50000,cubic,493092864,493092584,5.678443563928762e-07,60.000221,65745473.03750764,0,0.22229276076852025,2.0311519790635146
30,100,5,10000,bbr,78118912,77572736,0.006991597630033557,60.000186,10415822.644283136,0,0.04640182433759776,0.8920654653529885
31,100,5,10000,cubic,644218880,644218880,0.0,60.000216,85895541.4427175,0,0.16690549262836157,2.1553536505988484
32,100,5,100,bbr,604504064,601615040,0.004779163899880746,60.000092,80600418.27935864,14064,0.19219572848583844,2.072667867474272
33,100,5,100,cubic,111052912,110829920,0.002007979763736407,60.000091,14807032.476000745,1014,0.10875342714912392,1.2987347349322342
34,100,5,50000,bbr,90177536,88685536,0.016545140466024708,60.000081,12023655.2347321,0,0.0963060473030233,0.9624340462381182
35,100,5,50000,cubic,633208832,633208552,4.42192189764024e-07,60.000275,84427457.30748734,0,0.1891740337966838,2.0547712112572376
36,10,200,10000,bbr,23855104,22276032,0.06619430374313187,60.001042,3180625.296474018,0,0.3411122753432104,0.3190045803068722
37,10,200,10000,cubic,52953088,52952528,1.0575398360148514e-05,60.000272,7060379.726278574,0,0.34948323285213434,0.7420681901960858
38,10,200,100,bbr,61079552,58451416,0.04302808245875805,60.001052,8143797.478750872,789,0.347233917365393,0.739166605317668
39,10,200,100,cubic,11653504,10799184,0.07331013916500995,60.001059,1553773.1092379554,175,0.339669905399989,0.1523903280432473
40,10,200,50000,bbr,24248320,21911136,0.09638539907094594,60.001265,3233041.170048665,0,0.34476688747174233,0.3341197207403871
41,10,200,50000,cubic,52953088,52952528,1.0575398360148514e-05,60.000332,7060372.665937915,0,0.3511729420330447,0.800075137776947
42,10,50,10000,bbr,9306112,5637064,0.3942621795224472,60.001031,1240793.6123630942,0,0.09161673945266358,0.10202108566217058
43,10,50,10000,cubic,68812800,68812240,8.138020833333333e-06,60.000392,9174980.05679696,0,0.11070013734032703,0.8700070103105152
44,10,50,100,bbr,47786896,46903616,0.0184837282588934,60.000124,6371572.965415872,108,0.10220818244181329,0.5913768435078437
45,10,50,100,cubic,25319728,24699984,0.024476724236532084,60.000217,3375951.52364199,94,0.11123879231959327,0.3286874192073992
46,10,50,50000,bbr,9306112,5964312,0.3590973330215669,60.001054,1240793.136733898,0,0.0925792689642867,0.113982970850581
47,10,50,50000,cubic,68812800,68812240,8.138020833333333e-06,60.000124,9175021.038289854,0,0.11063967946834219,0.9028632696911012
48,10,5,10000,bbr,2615088,1915704,0.26744186046511625,60.001051,348672.29242367775,0,0.02106095642531097,0.04040432469266806
49,10,5,10000,cubic,71827456,71827176,3.898230782390511e-06,60.001029,9576829.89070071,0,0.04705271832077275,0.9416238838784585
50,10,5,100,bbr,36692320,35565776,0.03070244672454617,60.000169,4892295.553367524,420,0.023458323323004782,0.4020958088168306
51,10,5,100,cubic,36666256,36120360,0.014888239475554853,60.000529,4888791.030492415,147,0.028478098779267047,0.49950639965888677
52,10,5,50000,bbr,2936544,2012720,0.3145956607495069,60.001055,391532.3155567848,0,0.015862499370439875,0.04241637528120313
53,10,5,50000,cubic,72220672,72220392,3.877006295372051e-06,60.000664,9629316.36889885,0,0.031302011917323035,0.980646583006696
